File,Review date,Source string
Policies_and_admin/General Critical Care Interaction with HEPMA_pub.pdf,2022-07-18,"interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  general critical care interaction with hepma – royal infirmary of edinburgh  background 1 patients being admitted to general critical care 2 patients admitted from the emergency department 2 patients admitted from ward areas (including acute assessment unit, surgical obs, and wards on other nhs lothian sites) 2 patients admitted from theatre suite, interventional radiology, cardiac catheterisation laboratory (either via recovery or direct admission) 2 patients admitted from other health boards 3 patients discharged from critical care to any nhs lothian ward area 4 drugs requiring adjuvant paper form 5 hepma support 6   background in may 2022, the hepma electronic prescribing system will be introduced to the royal infirmary of edinburgh. the system will be used in all clinical areas except for general critical care, cardiothoracic critical care and the emergency department. this document outlines the process by which general critical care will transition prescriptions between the hepma system and the critical care paper kardex.  of note, an electronic clinical information system (cis) will soon be introduced to critical care. it is anticipated that an interface between the cis and hepma will allow some automation of the transition process. this document is therefore applicable only to the period preceding cis introduction. interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  patients being admitted to general critical care patients admitted from the emergency department • ed will continue to use existing paper prescription. no difference from current arrangement is anticipated.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ed prescription form § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.   patients admitted from ward areas (including acute assessment unit, surgical obs, and wards on other nhs lothian sites) • the ward team will print a paper copy of the hepma prescription chart (mac) and drug administration record (map) at the time of patient transfer.  • the ward team will be responsible for suspending the hepma prescription at time of printout.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ward mac and map printout § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.  • the prescriber will score through the mac and map charts to void that prescription.   patients admitted from theatre suite, interventional radiology, cardiac catheterisation laboratory (either via recovery or direct admission) • the anaesthetic team will prescribe drugs necessary for the post operative period on hepma. this will include but not limited to analgesics, anti-emetics, thromboprophylaxis, antimicrobials and immunosuppression.  • in recovery areas, hepma will be used for prescription and administration of medications.  • at the time of departing the theatre suite the theatre or recovery team will print a paper copy of the hepma prescription chart (mac) and drug administration record (map). | interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  patients being admitted to general critical care patients admitted from the emergency department • ed will continue to use existing paper prescription. no difference from current arrangement is anticipated.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ed prescription form § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.   patients admitted from ward areas (including acute assessment unit, surgical obs, and wards on other nhs lothian sites) • the ward team will print a paper copy of the hepma prescription chart (mac) and drug administration record (map) at the time of patient transfer.  • the ward team will be responsible for suspending the hepma prescription at time of printout.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ward mac and map printout § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.  • the prescriber will score through the mac and map charts to void that prescription.   patients admitted from theatre suite, interventional radiology, cardiac catheterisation laboratory (either via recovery or direct admission) • the anaesthetic team will prescribe drugs necessary for the post operative period on hepma. this will include but not limited to analgesics, anti-emetics, thromboprophylaxis, antimicrobials and immunosuppression.  • in recovery areas, hepma will be used for prescription and administration of medications.  • at the time of departing the theatre suite the theatre or recovery team will print a paper copy of the hepma prescription chart (mac) and drug administration record (map). interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  • the theatre/recovery team will be responsible for suspending the hepma prescription at time of printout.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ward mac and map printout § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.  • the prescriber will score through the mac and map charts to void that prescription.  patients admitted from other health boards  • no difference from current arrangement is anticipated.  • the critical care prescriber will write a paper critical care kardex on admission to the unit taking into account: o drugs recorded on the transfer paperwork § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long term drugs identified in a medicine reconciliation process. | interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  • the theatre/recovery team will be responsible for suspending the hepma prescription at time of printout.  • the critical care prescriber will write a paper critical care kardex on admission to the unit considering: o drugs prescribed and administered on the ward mac and map printout § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long-term drugs identified in a medicine reconciliation process.  • the prescriber will score through the mac and map charts to void that prescription.  patients admitted from other health boards  • no difference from current arrangement is anticipated.  • the critical care prescriber will write a paper critical care kardex on admission to the unit taking into account: o drugs recorded on the transfer paperwork § care should be taken to note recently administered prn drugs on the critical care kardex to avoid repeat administration before minimum time between doses has elapsed. o additional drugs deemed necessary by the critical care team o relevant long term drugs identified in a medicine reconciliation process. interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  patients discharged from critical care to any nhs lothian ward area • critical care staff should pro-actively identify patients who are approaching the point of step down. the 9am and 3pm bed meeting will be used as a prompt to review current patients and plan discharge paperwork including hepma prescription.   • when patient is identified as suitable for ward step down, the critical care prescriber writing the immediate discharge letter will populate the hepma prescription.  • at the time of critical care departure, the critical care prescriber will activate the hepma prescription and score through/void the critical care kardex.  • patient controlled analgesia, local anaesthetic catheters and variable rate intravenous infusions: o some groups of drugs also require the completion of a paper prescription chart. these include: § variable rate intravenous infusions  § patient controlled analgesia § local anaesthetic infusions via peripheral nerve, fascial plane, or wound catheters o some of these drugs will be relevant to many discharge areas (e.g. actrapid for sliding scale and pca opiates) others will apply infrequently to a small number of specialist areas (e.g. noradrenaline to 215; labetolol to 105a).  o all of these drugs will be prescribed on hepma but will appear as a ‘placeholder’ rather than a formal prescription for administration. (this serves to alert nursing staff that a paper infusion chart is in use).   o hepma will prompt the prescriber to complete the necessary paper form. these are the existing paper forms currently in use for these drugs. some drugs have a specific, pre-printed form; others should be prescribed on a blank iv infusion form.  o see table 1 for details of relevant drugs. • responsibilities: o critical care: § will prescribe on hepma those drugs being administered during the patients critical care admission that are to be continued on the ward.  § will not prescribe routine drugs that have not been administered during the critical care stay.  § will indicate routine drugs that have been stopped or withheld, and the rationale for that decision, on the immediate discharge letter as is current practice.  o it is expected that the ward team will: | interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  patients discharged from critical care to any nhs lothian ward area • critical care staff should pro-actively identify patients who are approaching the point of step down. the 9am and 3pm bed meeting will be used as a prompt to review current patients and plan discharge paperwork including hepma prescription.   • when patient is identified as suitable for ward step down, the critical care prescriber writing the immediate discharge letter will populate the hepma prescription.  • at the time of critical care departure, the critical care prescriber will activate the hepma prescription and score through/void the critical care kardex.  • patient controlled analgesia, local anaesthetic catheters and variable rate intravenous infusions: o some groups of drugs also require the completion of a paper prescription chart. these include: § variable rate intravenous infusions  § patient controlled analgesia § local anaesthetic infusions via peripheral nerve, fascial plane, or wound catheters o some of these drugs will be relevant to many discharge areas (e.g. actrapid for sliding scale and pca opiates) others will apply infrequently to a small number of specialist areas (e.g. noradrenaline to 215; labetolol to 105a).  o all of these drugs will be prescribed on hepma but will appear as a ‘placeholder’ rather than a formal prescription for administration. (this serves to alert nursing staff that a paper infusion chart is in use).   o hepma will prompt the prescriber to complete the necessary paper form. these are the existing paper forms currently in use for these drugs. some drugs have a specific, pre-printed form; others should be prescribed on a blank iv infusion form.  o see table 1 for details of relevant drugs. • responsibilities: o critical care: § will prescribe on hepma those drugs being administered during the patients critical care admission that are to be continued on the ward.  § will not prescribe routine drugs that have not been administered during the critical care stay.  § will indicate routine drugs that have been stopped or withheld, and the rationale for that decision, on the immediate discharge letter as is current practice.  o it is expected that the ward team will: interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  § continue the practice of a suitably qualified doctor or practitioner reviewing all critical care step downs as soon as possible after ward admission. we would anticipate this occurring within one hour of ward admission.  § as part of the review, assess patient, observations, relevant blood results and the hepma drug prescription.  § conduct a full medicine reconciliation and review within 12 hours of critical care step down.    drugs requiring adjuvant paper form  drug route form actrapid (sliding scale) variable rate intravenous infusion specific – sliding scale dobutamine variable rate intravenous infusion generic infusion chart gtn variable rate intravenous infusion generic infusion chart heparin variable rate intravenous infusion specific – heparin infusion chart ketamine subcutaneous specific – ketamine infusion chart labetolol variable rate intravenous infusion generic infusion chart levobupivicaine  nerve, wound or fascial plane catheter specific – regional analgesia prescription naloxone variable rate intravenous infusion generic infusion chart noradrenaline variable rate intravenous infusion generic infusion chart opiate (patient controlled analgesia) patient controlled intravenous infusion specific – pca chart phenylepherine variable rate intravenous infusion generic infusion chart    table 1 – drugs requiring an adjuvant paper form | interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  § continue the practice of a suitably qualified doctor or practitioner reviewing all critical care step downs as soon as possible after ward admission. we would anticipate this occurring within one hour of ward admission.  § as part of the review, assess patient, observations, relevant blood results and the hepma drug prescription.  § conduct a full medicine reconciliation and review within 12 hours of critical care step down.    drugs requiring adjuvant paper form  drug route form actrapid (sliding scale) variable rate intravenous infusion specific – sliding scale dobutamine variable rate intravenous infusion generic infusion chart gtn variable rate intravenous infusion generic infusion chart heparin variable rate intravenous infusion specific – heparin infusion chart ketamine subcutaneous specific – ketamine infusion chart labetolol variable rate intravenous infusion generic infusion chart levobupivicaine  nerve, wound or fascial plane catheter specific – regional analgesia prescription naloxone variable rate intravenous infusion generic infusion chart noradrenaline variable rate intravenous infusion generic infusion chart opiate (patient controlled analgesia) patient controlled intravenous infusion specific – pca chart phenylepherine variable rate intravenous infusion generic infusion chart    table 1 – drugs requiring an adjuvant paper form interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  hepma support when you first log in - log in to the hepma application (on the desktop or via nhs lothian applications) using the hepma password and reset your password, then you will be able to log in via trak using your trak password.  password resets: via ehealth in hours on 85050 or servicenow and out of hours as switchboard for the ehealth on-call manager (not hepma). hepma is offline: contact site and capacity or han.  prescribing and administration advice: mon-fri 8.30am-4.30pm email hepmateam@nhslothian.scot.nhs.uk out with these times emergency advice for prescribing and administration can be accessed via on call hepma team | interaction with hepma system – general critical care  date of issue – may 2022 authors – stuart gillon, claire hannah, skein innes, caroline barker, kallirroi kefala, nikki gilluley date of review – july 2022  hepma support when you first log in - log in to the hepma application (on the desktop or via nhs lothian applications) using the hepma password and reset your password, then you will be able to log in via trak using your trak password.  password resets: via ehealth in hours on 85050 or servicenow and out of hours as switchboard for the ehealth on-call manager (not hepma). hepma is offline: contact site and capacity or han.  prescribing and administration advice: mon-fri 8.30am-4.30pm email hepmateam@nhslothian.scot.nhs.uk out with these times emergency advice for prescribing and administration can be accessed via on call hepma team ."
Drugs/midazolam and thiopental levels.pdf,2022-08-18,reviewed on: next review : august 2022 . | reviewed on: next review : august 2022 .
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,2022-10-18,reviewed on:  october 2020  next review :  october 2022 critical  care guidelines | reviewed on:  october 2020  next review :  october 2022 critical  care guidelines
Routine_Care/VTE_Prevention/Dalteparin_thromboprophylaxis.pdf,2022-11-18,reviewed on: november 2020 next review : november 2022 critical care vte prophylaxis protocol | reviewed on: november 2020 next review : november 2022  pharmacological thromboprophylaxis- dalteparin  | reviewed on: november 2020 next review : november 2022  | reviewed on: november 2020 next review : november 2022  | reviewed on: november 2020 next review : november 2022  | reviewed on: november 2020 next review : november 2022 critical care vte prophylaxis protocol | reviewed on: november 2020 next review : november 2022  pharmacological thromboprophylaxis- dalteparin  | *review enhanced protocol day 14 or prior to discharge from critical care if earlier than d 14  | reviewed on: november 2020 next review : november 2022  | reviewed on: november 2020 next review : november 2022  | reviewed on: november 2020 next review : november 2022 
Post_op_care/Adult Scoliosis Spinal Surgery Post-Op Care.pdf,2022-11-18,"review date:  november 2022 critical care, royal infirmary of edinburgh – guideline  | review date:  november 2022 please follow surgical instructions for post-op man agement for normal icu stay of 24-48hrs: | review feb 2012 update: k carey august 2015 | review date:  november 2022 critical care, royal infirmary of edinburgh – guideline  | review feb 2012 update: k carey august 2015 | review date:  november 2022 please follow surgical instructions for post-op man agement for normal icu stay of 24-48hrs:"
Post_op_care/Post op care pharyngo-laryngo-oesphagectomy PLOG.pdf,2022-12-18,"reviewed: july 2019 review date: december 2022 admission | reviewed: july 2019 review date: december 2022 admission | -if concerned, ask the duty registrar to review and replace with 4.0 nylon "
GI_Liver_and_Transplant/Nasogastric feeding protocol.pdf,2023-01-18,"author: j.merriweather on behalf of lothian critical care dietitians  april 2021 review jan 2023 • return 100mls  • reduce rate to 10mls/hr commence prokinetic(s)   metoclopramide and/or erythromycin   • return 100mls  • increase rate to 75mls/hr x 24 hours  • aspirate 4 hourly until review by dietitian  • once established on enteral feeding, consider changing to fine bore ng tube  • return 100mls  • increase to 50mls/hr  • check aspirate after 4 hours  • is aspirate > 250mls? • return 100mls  •    feed rate 25mls/hr     • check aspirate after 4 hours  • is aspirate > 250mls? | • return 100mls  • reduce rate to 10mls/hr commence prokinetic(s)   metoclopramide and/or erythromycin   • return 100mls  • increase rate to 75mls/hr x 24 hours  • aspirate 4 hourly until review by dietitian  • once established on enteral feeding, consider changing to fine bore ng tube  • return 100mls  • increase to 50mls/hr  • check aspirate after 4 hours  • is aspirate > 250mls? • return 100mls  •    feed rate 25mls/hr     • check aspirate after 4 hours  • is aspirate > 250mls? yes"
Drugs/Antibiotic doses in CVVHD.pdf,2023-02-18,status draft/final: final review date:  february 2023 authoriser;  lothian critical care qit | status draft/final: final review date:  february 2023 authoriser;  lothian critical care qit
Diabetes_and_Glucose/Intravenous Insulin Therapy (not for DKA or HHS).pdf,2023-02-18,status draft/final: final review date: february 2023 authoriser: lothian critical care qit editorial | status draft/final: final review date: february 2023 authoriser: lothian critical care qit editorial
GI_Liver_and_Transplant/Nasojejunal feeding protocol.pdf,2023-04-18,author: j.merriweather on behalf of lothian critical care dietitians  april 2021 review april 2023  | increase rate to 75mls/hr x 24 hours  dietitian will review no •   • flush tube well with sterile water before and after administering medications • ensure medications suitable for nj route .
ECLS/RIE ECLS Anti Xa Protocol.pdf,2023-04-18,next review : april 2023 critical care guidelines **for intensive care use only ** | next review : april 2023 critical care guidelines **for intensive care use only **
GI_Liver_and_Transplant/Jejunostomy feeding protocol.pdf,2023-04-18,author: j.merriweather on behalf of lothian critical care dietitians  april 2021 review april 2023 nutrison 1.0kcal/ml at 10mls/hr x 12 hours | increase rate to 75 mls/hr x 24 hours dietitian will review yes
